smiles,source,pki
CCN(CC)Cc1cccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)c1,ChEMBL,5.0
N#Cc1cc(-c2c(O)cc(C(=O)c3ccccc3)cc2O)ccc1F,ChEMBL,5.0
CCCCCCC(C)(C)c1cc2c(c(OP(=O)(OCC)OCC)c1)C1CC(C)=CCC1C(C)(C)O2,GLASS,5.0
CC1(C)C(C(=O)c2cn(CC3CCOCC3)c3ccc(OCCCCO)cc23)C1(C)C,ChEMBL,5.0
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(C3CCCCC3)ccc21,ChEMBL,5.0
CCN(CC)c1ccc(C(NC(=O)C=Cc2ccccc2)NC(=O)C=Cc2ccccc2)cc1,GLASS,5.0
CCCCCCCCCCCCCCCCNC(=O)c1nc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,ChEMBL,5.0
CCCCCCCCCCCCCCCCNC(=O)c1nn(-c2ccccc2)c(-c2ccccc2)c1C,ChEMBL,5.0
C=CCn1cc(CC(=O)NC2CCCCCC2)c2cc(-c3ccco3)ccc21,ChEMBL,5.0
CCCCCOC(=O)c1cc(OC)c(-c2cc(C)cc(C)c2)c(OC)c1,ChEMBL,5.0
COc1ccc(-c2oc3ccccc3c2C(=O)c2ccc(N(Cc3ccc(F)cc3)Cc3ccc(F)cc3)cc2)cc1,ChEMBL,5.0
C[C@H](CO)NC(=O)CCC(=O)/C=C/c1ccc2ccccc2c1,ChEMBL,5.0
O=C(c1ccc(O)cc1)c1cc(O)c(-c2cc(Cl)cc(Cl)c2)c(O)c1,ChEMBL,5.0
COc1ccc(C(=O)c2cn(CC3CCOCC3)c3c(OCC(=O)O)cccc23)cc1,ChEMBL,5.0
COc1ccc(-c2oc3ccccc3c2C(=O)c2ccc(-n3cc(COc4cccc(F)c4)nn3)cc2)cc1,ChEMBL,5.0
O=C(/C=C/c1ccc2ccccc2c1)CCC(=O)N(CCO)CCO,ChEMBL,5.0
O=C(/C=C/c1ccc(-c2ccccc2)cc1)CCC(=O)NCCO,ChEMBL,5.0
COc1cccc(Cc2cc3c(OC)cc(Br)cc3oc2=O)c1,ChEMBL,5.0
Cc1c(O)c(C)c2cc(Cc3ccc(F)cc3)c(=O)oc2c1C,ChEMBL,5.0
CCCCC1(c2cc(OC)c3cc(Cc4ccccc4OC)c(=O)oc3c2)CCCCC1,ChEMBL,5.0
COc1ccc(C(=O)c2cn(CCN3CCOCC3)c3ccc(OCC(=O)O)cc23)cc1,ChEMBL,5.0
Cc1cccc(C(=O)c2cc(O)c(-c3cc(Cl)cc(Cl)c3)c(O)c2)c1,ChEMBL,5.0
Clc1ccc2c(c1)nc(Cn1nc3ccccc3n1)n2CC[C@@H]1CCCN2CCCC[C@H]12,ChEMBL,5.0
CC1(C)C(C(=O)c2cn(CCN3CCOCC3)c3cc(O)ccc23)C1(C)C,ChEMBL,5.0
Cc1nc(C)c(C(=O)NCc2ccccc2)s1,ChEMBL,5.0
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(/C=C/c3ccccc3)ccc21,ChEMBL,5.0
