GLASS#	UniProt	Ligand standard InChI Key	Param	Min	Max	Unit	Reference (PMID or other citations)
484507	P21554	KORKKQLDGMHNKO-UHFFFAOYSA-N	Inhibition	3.0	3.0	%	26235950
484682	P21554	KQQMZTULVOWZJR-XFQXTVEOSA-N	Ki	830.0	830.0	nM	26000707
484684	P21554	KQQMZTULVOWZJR-ZTNFWEORSA-N	Ki	31.0	31.0	nM	26000707
485343	P21554	KYDVOTVCYRYBDK-UHFFFAOYSA-N	EC50	0.0	5000.0	nM	26275680
485343	P21554	KYDVOTVCYRYBDK-UHFFFAOYSA-N	Efficacy	37.0	37.0	%	26275680
485343	P21554	KYDVOTVCYRYBDK-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	26275680
488217	P21554	MFPHRBJAQJRIQG-LZSLGQGWSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
488217	P21554	MFPHRBJAQJRIQG-LZSLGQGWSA-N	Imax	0.0	0.0	%	MedChemComm, (2014) 5:10:1571
488217	P21554	MFPHRBJAQJRIQG-LZSLGQGWSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
489355	P21554	MSMZCNLUFBKVAO-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	26209834
490274	P21554	NDBQYKYBJSDAAH-GGWOSOGESA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
490274	P21554	NDBQYKYBJSDAAH-GGWOSOGESA-N	Imax	4.77	4.77	%	MedChemComm, (2014) 5:10:1571
490274	P21554	NDBQYKYBJSDAAH-GGWOSOGESA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
491380	P21554	NQDJGUANMDXDMU-UHFFFAOYSA-N	Ki	3326.0	3326.0	nM	26275680
491736	P21554	NUBZLTKBXBEFPN-ZPUQHVIOSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
491736	P21554	NUBZLTKBXBEFPN-ZPUQHVIOSA-N	Imax	6.18	6.18	%	MedChemComm, (2014) 5:10:1571
491736	P21554	NUBZLTKBXBEFPN-ZPUQHVIOSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
492876	P21554	OHLHCTKUOCPKJM-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
492876	P21554	OHLHCTKUOCPKJM-UHFFFAOYSA-N	Imax	16.85	16.85	%	MedChemComm, (2014) 5:10:1571
492876	P21554	OHLHCTKUOCPKJM-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
493394	P21554	ONRJYWWXMOJKDY-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
493394	P21554	ONRJYWWXMOJKDY-UHFFFAOYSA-N	Imax	3.37	3.37	%	MedChemComm, (2014) 5:10:1571
493394	P21554	ONRJYWWXMOJKDY-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
493518	P21554	OPANEYQXRVAEPR-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
493518	P21554	OPANEYQXRVAEPR-UHFFFAOYSA-N	Imax	23.59	23.59	%	MedChemComm, (2014) 5:10:1571
493518	P21554	OPANEYQXRVAEPR-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
493587	P21554	OPYGODWNZJKYJZ-UHFFFAOYSA-N	Ki	4134.0	4134.0	nM	26275680
493881	P21554	OTOQTMSQNZLZDG-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
493881	P21554	OTOQTMSQNZLZDG-UHFFFAOYSA-N	Imax	3.65	3.65	%	MedChemComm, (2014) 5:10:1571
493881	P21554	OTOQTMSQNZLZDG-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
493934	P21554	OUBWYVNWDPKMEE-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	26275680
495023	P21554	PGMWLKMBZCWBDW-UHFFFAOYSA-N	EC50	3280.0	3280.0	nM	26275680
495023	P21554	PGMWLKMBZCWBDW-UHFFFAOYSA-N	Efficacy	169.0	169.0	%	26275680
495023	P21554	PGMWLKMBZCWBDW-UHFFFAOYSA-N	Ki	4645.0	4645.0	nM	26275680
496881	P21554	QCDYOIZVELGOLZ-UHFFFAOYSA-N	Activity	1.7	1.7	%	26035635
497076	P21554	QENRHZNVLOPMDR-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	26275680
497114	P21554	QEWSAPKRFOFQIU-UHFFFAOYSA-N	Activity	3.0	3.0	%	26035635
498803	P21554	QYOBROHKSSZKAX-LZSLGQGWSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
498803	P21554	QYOBROHKSSZKAX-LZSLGQGWSA-N	Imax	4.91	4.91	%	MedChemComm, (2014) 5:10:1571
498803	P21554	QYOBROHKSSZKAX-LZSLGQGWSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
498860	P21554	QZDRALHHNJQOTA-ZWMNDHQQSA-N	Ki	470.0	470.0	nM	26149623
500202	P21554	RPDYYKRMKKEWQC-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
500202	P21554	RPDYYKRMKKEWQC-UHFFFAOYSA-N	Imax	2.39	2.39	%	MedChemComm, (2014) 5:10:1571
500202	P21554	RPDYYKRMKKEWQC-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
500339	P21554	RQUJDHMEYAJNQY-OAQYLSRUSA-N	Ki	0.0	5000.0	nM	26209834
501119	P21554	RZSULJZVDIXTMO-UHFFFAOYSA-N	Ki	3070.0	3070.0	nM	26209834
501612	P21554	SFRFNXGRGVFFSN-ASVGJQBISA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
501612	P21554	SFRFNXGRGVFFSN-ASVGJQBISA-N	Imax	2.24	2.24	%	MedChemComm, (2014) 5:10:1571
501612	P21554	SFRFNXGRGVFFSN-ASVGJQBISA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
501663	P21554	SGGSZTHEFQRUQY-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
501663	P21554	SGGSZTHEFQRUQY-UHFFFAOYSA-N	Imax	24.72	24.72	%	MedChemComm, (2014) 5:10:1571
501663	P21554	SGGSZTHEFQRUQY-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
502639	P21554	SRXYYDRIIAFRLZ-ASVGJQBISA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
502639	P21554	SRXYYDRIIAFRLZ-ASVGJQBISA-N	Imax	5.47	5.47	%	MedChemComm, (2014) 5:10:1571
502639	P21554	SRXYYDRIIAFRLZ-ASVGJQBISA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
503313	P21554	TTWMJWBAQRNTIS-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	26275680
503346	P21554	TUEMGHHOYKZLCE-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	26275680
503422	P21554	TVDQBXVJUFSQLL-UHFFFAOYSA-N	EC50	2880.0	2880.0	nM	26275680
503422	P21554	TVDQBXVJUFSQLL-UHFFFAOYSA-N	Efficacy	71.3	71.3	%	26275680
503422	P21554	TVDQBXVJUFSQLL-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	26275680
503822	P21554	TZGCTXUTNDNTTE-DYZHCLJRSA-N	Ki	5668.0	5668.0	nM	26000707
504808	P21554	UKCGWHJHNMHHIL-UHFFFAOYSA-N	EC50	2670.0	2670.0	nM	25466197
504808	P21554	UKCGWHJHNMHHIL-UHFFFAOYSA-N	Ki	857.0	857.0	nM	25466197
505960	P21554	UXOFABYNPQNTAF-OEQAEZTDSA-N	Ki	0.0	5000.0	nM	26209834
506126	P21554	UZJCBPUZLIMFRR-VJGNERBWSA-N	Inhibition	0.0	0.0	%	25981690
506682	P21554	VFUSKSIAISUKGN-DUNCQPMOSA-N	Ki	590.0	590.0	nM	26149623
507174	P21554	VMAGXTDYDZLRPW-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	26209834
507677	P21554	VSCCLXDRDHVKHG-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	26275680
507723	P21554	VSQGBNUBIDZRPJ-BWZSVYRMSA-N	Ki	224.0	224.0	nM	26000707
507968	P21554	VVGKJYWKBQPUEW-QZTJIDSGSA-N	Ki	47.0	47.0	nM	26000707
508013	P21554	VVUWIOCZJUFILS-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	26209834
508228	P21554	VYIRAARDMYDORA-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
508228	P21554	VYIRAARDMYDORA-UHFFFAOYSA-N	Imax	6.46	6.46	%	MedChemComm, (2014) 5:10:1571
508228	P21554	VYIRAARDMYDORA-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
509460	P21554	WMSFTUDINNLMBX-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
509460	P21554	WMSFTUDINNLMBX-UHFFFAOYSA-N	Imax	18.54	18.54	%	MedChemComm, (2014) 5:10:1571
509460	P21554	WMSFTUDINNLMBX-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
509639	P21554	WOZSIILXBCCBNM-UHFFFAOYSA-N	Ki	2273.0	2273.0	nM	25466197
510556	P21554	WYZWZEOGROVVHK-GTMNPGAYSA-N	Inhibition	30.7	30.7	%	23659286
510755	P21554	XBHZEZASMCIMKU-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	26275680
511166	P21554	XGCXGZFEDZXWKK-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	26209834
511383	P21554	XIJWUJXUEHLSSA-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
511383	P21554	XIJWUJXUEHLSSA-UHFFFAOYSA-N	Imax	6.88	6.88	%	MedChemComm, (2014) 5:10:1571
511383	P21554	XIJWUJXUEHLSSA-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
512233	P21554	XSOSAPUMMBDKOE-UHFFFAOYSA-N	Activity	25.0	25.0	%	16451053
512399	P21554	XUQJPVNKNVBQJA-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	26275680
513701	P21554	YJOBSOWAXPPJPA-RRLIAEKXSA-N	Ki	0.0	5000.0	nM	26209834
513811	P21554	YKZWHKWGSHQUSU-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	26275680
514069	P21554	YNUCTIKDGMNEIK-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	26209834
514453	P21554	YSFWVUDJACXIRG-VEBGKWJASA-N	Ki	0.0	5000.0	nM	26209834
516304	P21554	ZOHJVLKORVKWSJ-ROMRHYSTSA-N	Ki	1470.0	1470.0	nM	26209834
517138	P21554	ZXVBAXLDAQBCQN-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	26275680
517358	P21554	AKOYRAGTUVPQDO-UHFFFAOYSA-N	Ki	1906.0	1906.0	nM	26000707
517412	P21554	AXZQLEUJPSDXIB-UHFFFAOYSA-N	Ki	6.21	6.21	nM	,None
517552	P21554	CQNWMZNUZDLOBT-YRNVUSSQSA-N	Ki	830.0	830.0	nM	26000707
517658	P21554	DQCGXXWUEXMVRS-UHFFFAOYSA-N	Ki	11.0	11.0	nM	,None
517761	P21554	FSGQETVZTNOSAH-UHFFFAOYSA-N	Ki	94.5	94.5	nM	,None
517761	P21554	FSGQETVZTNOSAH-UHFFFAOYSA-N	Ki	355.0	355.0	nM	,None
517788	P21554	FXJQCXUIMZHDEI-UHFFFAOYSA-N	Ki	4.08	4.08	nM	,None
517831	P21554	GJGALKAULRCNRM-UHFFFAOYSA-N	Ki	6.0	6.0	nM	,None
518197	P21554	JZCJJGHGEBRQOL-UHFFFAOYSA-N	Ki	0.28	0.28	nM	,None
518197	P21554	JZCJJGHGEBRQOL-UHFFFAOYSA-N	Ki	1.79	1.79	nM	,None
518694	P21554	OZHBSVBPSKZWMX-UHFFFAOYSA-N	Ki	31.0	31.0	nM	26000707
519111	P21554	TXOSLUBAGDRKHQ-UHFFFAOYSA-N	Ki	117.0	117.0	nM	26000707
519304	P21554	VZQNNQDJKLMOCJ-UHFFFAOYSA-N	Ki	16.8	16.8	nM	,None
519304	P21554	VZQNNQDJKLMOCJ-UHFFFAOYSA-N	Ki	32.1	32.1	nM	,None
519329	P21554	WGCLVKDICJNHNO-UHFFFAOYSA-N	Ki	224.0	224.0	nM	26000707
519534	P21554	YBDBPVNGDPRTNK-UHFFFAOYSA-N	Ki	44.5	44.5	nM	,None
519534	P21554	YBDBPVNGDPRTNK-UHFFFAOYSA-N	Ki	258.0	258.0	nM	,None
519702	P21554	AAYUCLWERQEEON-UHFFFAOYSA-N	EC50	2158.2	2158.2	nM	,None
519704	P21554	ABBJWXXPWGRDKF-UHFFFAOYSA-N	EC50	54.0	54.0	nM	,None
519708	P21554	ACEILWZOWWUYEY-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519722	P21554	AHIOLCBPVRAMBX-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519727	P21554	AJLBNQYWVZCLRT-UHFFFAOYSA-N	EC50	1488.6	1488.6	nM	,None
519738	P21554	AOQJVECXJNNKAZ-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519740	P21554	APNRXEZBGLWQAP-UHFFFAOYSA-N	EC50	379.7	379.7	nM	,None
519742	P21554	APWMQHZEQPLGAN-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519744	P21554	ASOZLHYDYZGMHG-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519746	P21554	ASZHODQMGXAICD-UHFFFAOYSA-N	EC50	17.0	17.0	nM	,None
519750	P21554	ATUVZQXGZJTZJB-UHFFFAOYSA-N	EC50	6.0	6.0	nM	,None
519757	P21554	AWCTYWUHYQSXNK-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519762	P21554	AXGZSBVALVUFLA-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519770	P21554	AYMLHRWXLOHRLD-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519773	P21554	AZIFYJOMKBTQNY-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519777	P21554	AZTATCFENCHVOE-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519781	P21554	BASCNUVYXSKMDC-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519791	P21554	BDHYVEZSXFRFRV-UHFFFAOYSA-N	EC50	703.4	703.4	nM	,None
519794	P21554	BEODJUBSRQEIJW-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519808	P21554	BHAPXXJSSOGUFH-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519809	P21554	BIAMXSVOLQJRGE-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519817	P21554	BLNQXLMKIAHWID-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519819	P21554	BLQKSIDZHAARFP-UHFFFAOYSA-N	EC50	269.0	269.0	nM	,None
519821	P21554	BLTDUYASEOYHKZ-UHFFFAOYSA-N	EC50	3147.0	3147.0	nM	,None
519827	P21554	BOHMSWRMHSEGLR-UHFFFAOYSA-N	EC50	6.0	6.0	nM	,None
519837	P21554	BQXSMWZQXTYYNY-UHFFFAOYSA-N	EC50	292.3	292.3	nM	,None
519838	P21554	BQYZFHUJUGUJIE-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519841	P21554	BRAHLZSLOGOJKV-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519843	P21554	BRWYNBABAFMXAJ-UHFFFAOYSA-N	EC50	6.0	6.0	nM	,None
519849	P21554	BSXKINLYQBSHKO-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519855	P21554	BXZTWBCEYBQIKM-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519860	P21554	CAJKVQUIWZBQLZ-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519865	P21554	CCNDQECCBVCHJV-UHFFFAOYSA-N	EC50	55.0	55.0	nM	,None
519875	P21554	CGMPXWDHCXOJLA-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519877	P21554	CGOQKSYBWZOVBJ-UHFFFAOYSA-N	EC50	1297.7	1297.7	nM	,None
519880	P21554	CHHREJKMCDNSQY-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519886	P21554	CJBAGRKHMDPZPT-UHFFFAOYSA-N	EC50	31.0	31.0	nM	,None
519888	P21554	CJGILMKNTNWOES-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519892	P21554	CKOMFZUONBRXSO-UHFFFAOYSA-N	EC50	88.5	88.5	nM	,None
519893	P21554	CKPUXEJDRFNBFQ-UHFFFAOYSA-N	EC50	1441.0	1441.0	nM	,None
519898	P21554	CMHVIYAEGFCQSD-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519899	P21554	CNGADHHKOGXTLO-UHFFFAOYSA-N	EC50	28.0	28.0	nM	,None
519903	P21554	CPMJGMAJFZNUKT-UHFFFAOYSA-N	EC50	251.0	251.0	nM	,None
519917	P21554	CUIYHBMZSJABAG-UHFFFAOYSA-N	EC50	52.0	52.0	nM	,None
519921	P21554	CUZNBESAKQBCGR-UHFFFAOYSA-N	EC50	13.0	13.0	nM	,None
519924	P21554	CVROSPZRAIHVTA-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519927	P21554	CXHQPLRBPXFHEG-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519931	P21554	CZJBZSLEAZKGRE-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519934	P21554	CZVPHYDPQVAPIS-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519936	P21554	DAHYYWCTSZJDEC-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519941	P21554	DBLSLABRWLILHO-UHFFFAOYSA-N	EC50	1387.3	1387.3	nM	,None
519951	P21554	DDLFJFSBORNDAE-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519953	P21554	DDMSAEVGTBTNAC-UHFFFAOYSA-N	EC50	220.0	220.0	nM	,None
519971	P21554	DJLQRJHSLJOTNJ-UHFFFAOYSA-N	EC50	15.0	15.0	nM	,None
519977	P21554	DLDJBCNHQZZMLO-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519980	P21554	DLJOUCQDCRQVPH-UHFFFAOYSA-N	EC50	94.0	94.0	nM	,None
519982	P21554	DLKYQSZIPJLUIE-UHFFFAOYSA-N	EC50	31.0	31.0	nM	,None
519994	P21554	DSJZBTQJBGKLNQ-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
519999	P21554	DTGGVTYBUOQRTR-UHFFFAOYSA-N	EC50	7.0	7.0	nM	,None
520004	P21554	DVYOWTKVBICBOZ-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520005	P21554	DWJBJQVSHMQGRW-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520014	P21554	DYELJUPTUVISDY-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520020	P21554	FADKEXQCBBADEK-UHFFFAOYSA-N	EC50	51.0	51.0	nM	,None
520023	P21554	FAZBKEKHYVBNST-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520028	P21554	FCFVYJHQEAOPLR-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520036	P21554	FENFQJGERCGGMA-UHFFFAOYSA-N	EC50	73.0	73.0	nM	,None
520040	P21554	FFCHKPWWGLJLIA-UHFFFAOYSA-N	EC50	351.4	351.4	nM	,None
520042	P21554	FGRCVJYAIQKCBG-UHFFFAOYSA-N	EC50	234.3	234.3	nM	,None
520046	P21554	FIFSPVVHFXNXRN-UHFFFAOYSA-N	EC50	128.7	128.7	nM	,None
520053	P21554	FOQTVEDUVINWEI-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520056	P21554	FOWNAAGUWIAKLC-UHFFFAOYSA-N	EC50	1318.4	1318.4	nM	,None
520066	P21554	FWLFSZKDWQACBC-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520068	P21554	FWMXKSMDMZTDHV-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520072	P21554	FXRIMJMZYGJEDQ-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520074	P21554	FYOODLDUJNJBRS-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520077	P21554	FZTZIEYASIAHTL-UHFFFAOYSA-N	EC50	81.0	81.0	nM	,None
520079	P21554	GACXUQRYRFBDSY-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520083	P21554	GASVKDXPLVCOQM-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520086	P21554	GBGDAFUFZQQOAB-UHFFFAOYSA-N	EC50	254.0	254.0	nM	,None
520092	P21554	GCQHNGDEXOHPKU-UHFFFAOYSA-N	EC50	827.0	827.0	nM	,None
520097	P21554	GGBNKZSCKGIUNU-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520100	P21554	GGTIETYXENLZJP-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520103	P21554	GHHITFGUMKLCRW-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520108	P21554	GJKSYGTYEWQMJR-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520110	P21554	GKDVWBLMHRYWFT-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520112	P21554	GKKZGUSIDUYTJX-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520118	P21554	GLMWYKNAHRMHIF-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520122	P21554	GMIAFWFGCHEJDG-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520127	P21554	GNEBNCZKAQFDDX-UHFFFAOYSA-N	EC50	25.0	25.0	nM	,None
520137	P21554	GPPVZMVBHUKUHH-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520139	P21554	GQPWKIHZZXUZNU-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520147	P21554	GWAIMZCDYPEVCH-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520149	P21554	GWYYOYACUCCDQV-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520154	P21554	GZFALHNMNSLDGP-UHFFFAOYSA-N	EC50	90.6	90.6	nM	,None
520156	P21554	GZRZVZKVXVUEDP-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520159	P21554	GZSCMPGTPLQSFM-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520164	P21554	HECCLCMBSJMOGG-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520167	P21554	HEGZVETYXKJMTJ-UHFFFAOYSA-N	EC50	15.0	15.0	nM	,None
520171	P21554	HGAYVJKMHMDCIL-NSCUHMNNSA-N	EC50	36.0	36.0	nM	,None
520175	P21554	HGZFKHKPMYPBLX-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520177	P21554	HIFGQLMIGSYKQI-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520182	P21554	HIXZLZBXNJLPNM-SNAWJCMRSA-N	EC50	702.0	702.0	nM	,None
520190	P21554	HKYMBPFAXUPGAT-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520193	P21554	HLVFJLRXWSOGDL-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520195	P21554	HLXBZHWWDPFRAD-UHFFFAOYSA-N	EC50	438.0	438.0	nM	,None
520199	P21554	HNJYDJYOCZGCSR-UHFFFAOYSA-N	EC50	23.0	23.0	nM	,None
520202	P21554	HOAPZPOSEVEDHI-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520209	P21554	HPHRSCZEEPEITI-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520214	P21554	HSIDMTJBUDEAJR-UHFFFAOYSA-N	EC50	108.0	108.0	nM	,None
520219	P21554	HTIUIYGFPALAHO-UHFFFAOYSA-N	EC50	1012.0	1012.0	nM	,None
520226	P21554	HVLCSBIIKZAQSW-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520231	P21554	HXCJLVBXFJMNHR-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520236	P21554	HXOMGSVTAKWIMX-UHFFFAOYSA-N	EC50	475.0	475.0	nM	,None
520241	P21554	HZCPANOURNTWMI-UHFFFAOYSA-N	EC50	9701.0	9701.0	nM	,None
520245	P21554	ICAJWMGMNOJYPC-UHFFFAOYSA-N	EC50	96.0	96.0	nM	,None
520250	P21554	ICHRKUNLOXCBKZ-UHFFFAOYSA-N	EC50	11.0	11.0	nM	,None
520257	P21554	IECAPAJDTIVPDN-UHFFFAOYSA-N	EC50	10.0	10.0	nM	,None
520271	P21554	IJODNESKXGTWIV-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520275	P21554	ILNRKILIMBRFQN-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520279	P21554	IMJIAUTWMGSJIR-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520281	P21554	IMVAJPMCOJGEGW-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520283	P21554	IOFPWYZJWOEALQ-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520286	P21554	IPAVPWDHCDYXJQ-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520301	P21554	ISUFUMOROBSKLA-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520311	P21554	IZRAKQFSHFVXGF-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520321	P21554	JCEJFPGKYIPKII-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520323	P21554	JCHXRCVYLNDRSG-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520332	P21554	JFBCTWDPXWCUEC-UHFFFAOYSA-N	EC50	1105.3	1105.3	nM	,None
520334	P21554	JJKOUKPZKNANFV-VOTSOKGWSA-N	EC50	4.1	4.1	nM	,None
520334	P21554	JJKOUKPZKNANFV-VOTSOKGWSA-N	EC50	191.0	191.0	nM	,None
520336	P21554	JJLDUQBQEWCPSG-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520340	P21554	JKIKFAURGUYMDC-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520344	P21554	JKPAUXYIFSKSGG-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520347	P21554	JLMSBICRLNNQIJ-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520350	P21554	JODDCYHPHXLXAP-UHFFFAOYSA-N	EC50	1362.0	1362.0	nM	,None
520359	P21554	JTBQNDTVLQFPSJ-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520364	P21554	JVMZQMRYIYTXKO-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
520372	P21554	KBEWCKJQLCDQJT-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	,None
