GLASS#	UniProt	Ligand standard InChI Key	Param	Min	Max	Unit	Reference (PMID or other citations)
321348	P21554	SRIMISLKXUKICS-UHFFFAOYSA-N	Ki	0.0	1000.0	nM	18511157
321348	P21554	SRIMISLKXUKICS-UHFFFAOYSA-N	Ki	1000.0	1000.0	nM	18511157
321352	P21554	SRIRFCAJHZJRPK-UHFFFAOYSA-N	Ki	9900.0	9900.0	nM	20005710
321485	P21554	SROCTROBBQZOCL-UHFFFAOYSA-N	EC50	25.5	25.5	nM	18712856
321485	P21554	SROCTROBBQZOCL-UHFFFAOYSA-N	IC50	12.7	12.7	nM	18712856
321491	P21554	SROHPRYBUYXISC-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	19921781
321631	P21554	SRTMLRVZSLOOCF-LTGZKZEYSA-N	Activity	85.01	85.01	%	21835510
321631	P21554	SRTMLRVZSLOOCF-LTGZKZEYSA-N	IC50	155.0	155.0	nM	21835510
321631	P21554	SRTMLRVZSLOOCF-LTGZKZEYSA-N	Ki	62.0	62.0	nM	21835510
321675	P21554	SRVHEDRXWDHSSW-UHFFFAOYSA-N	Ki	1100.0	1100.0	nM	19091565
321852	P21554	SSCUOGWLEYLSCI-UHFFFAOYSA-N	Ki	1258.93	1258.93	nM	18311894
321852	P21554	SSCUOGWLEYLSCI-UHFFFAOYSA-N	Ki	1270.0	1270.0	nM	18311894
321972	P21554	SSHGXSSBOQFBGD-UHFFFAOYSA-N	EC50	0.0	1000.0	nM	18680277
321972	P21554	SSHGXSSBOQFBGD-UHFFFAOYSA-N	EC50	1400.0	1400.0	nM	18680277
321972	P21554	SSHGXSSBOQFBGD-UHFFFAOYSA-N	Emax	24.0	24.0	%	18680277
321983	P21554	SSHVKILHGYEXEJ-KXBFYZLASA-N	EC50	501.19	501.19	nM	20634067
321990	P21554	SSICYFCGLBBCKU-UHFFFAOYSA-N	Activity	91.0	91.0	%	19520572
321990	P21554	SSICYFCGLBBCKU-UHFFFAOYSA-N	EC50	1200.0	1200.0	nM	19520572
321990	P21554	SSICYFCGLBBCKU-UHFFFAOYSA-N	Inhibition	85.0	85.0	%	19520572
321990	P21554	SSICYFCGLBBCKU-UHFFFAOYSA-N	Ki	264.0	264.0	nM	19520572
322049	P21554	SSLJHCZVZIBYMD-UHFFFAOYSA-N	Inhibition	4.0	4.0	%	14521402
322228	P21554	SSQJFGMEZBFMNV-PMACEKPBSA-N	EC50	0.6	0.6	nM	16279809
322228	P21554	SSQJFGMEZBFMNV-PMACEKPBSA-N	Emax	200.0	200.0	%	16279809
322228	P21554	SSQJFGMEZBFMNV-PMACEKPBSA-N	Increase	130.0	130.0	%	15801840
322228	P21554	SSQJFGMEZBFMNV-PMACEKPBSA-N	Ki	18.6	18.6	nM	15801840
322228	P21554	SSQJFGMEZBFMNV-PMACEKPBSA-N	Ki	19.0	19.0	nM	16279809
322231	P21554	SSQJFGMEZBFMNV-UHFFFAOYSA-N	Ki	0.18	0.18	nM	17942307
322231	P21554	SSQJFGMEZBFMNV-UHFFFAOYSA-N	Ki	0.41	0.41	nM	12065738
322231	P21554	SSQJFGMEZBFMNV-UHFFFAOYSA-N	Ki	1.5	1.5	nM	18511157
322234	P21554	SSQJFGMEZBFMNV-WOJBJXKFSA-N	EC50	0.6	0.6	nM	16451053
322234	P21554	SSQJFGMEZBFMNV-WOJBJXKFSA-N	EC50	40.0	40.0	nM	19743867
322234	P21554	SSQJFGMEZBFMNV-WOJBJXKFSA-N	Emax	201.2	201.2	%	16451053
322234	P21554	SSQJFGMEZBFMNV-WOJBJXKFSA-N	Ki	0.06	0.06	nM	21675776
322234	P21554	SSQJFGMEZBFMNV-WOJBJXKFSA-N	Ki	0.0630958	0.794328	nM	7565624,8819477
322234	P21554	SSQJFGMEZBFMNV-WOJBJXKFSA-N	Ki	0.18	0.18	nM	17942307
322234	P21554	SSQJFGMEZBFMNV-WOJBJXKFSA-N	Ki	0.73	0.73	nM	23865723
322234	P21554	SSQJFGMEZBFMNV-WOJBJXKFSA-N	Ki	0.73	0.73	nM	23865723
322234	P21554	SSQJFGMEZBFMNV-WOJBJXKFSA-N	Ki	1.5	1.5	nM	18511157
322234	P21554	SSQJFGMEZBFMNV-WOJBJXKFSA-N	Ki	2.94	2.94	nM	,None
322234	P21554	SSQJFGMEZBFMNV-WOJBJXKFSA-N	Ki	18.6	18.6	nM	16451053
322351	P21554	SSVOIYOFVZHGAB-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	18680277
322495	P21554	STBBFKKMBXBNPB-UHFFFAOYSA-N	Ki	0.0	3000.0	nM	20979417
322649	P21554	STEMEZOWSYEKBF-PDGQHHTCSA-N	Inhibition	0.0	0.0	%	MedChemComm, (2014) 5:5:632
322649	P21554	STEMEZOWSYEKBF-PDGQHHTCSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:5:632
322656	P21554	STEVSDAHHBNTQD-UHFFFAOYSA-N	Inhibition	2.5	2.5	%	12672243
322656	P21554	STEVSDAHHBNTQD-UHFFFAOYSA-N	Inhibition	3.0	3.0	%	14521402
322700	P21554	STGQBKUWPRZLAI-OAHLLOKOSA-N	Ki	1.5	1.5	nM	20971001
322710	P21554	STGWLWSVADKLHF-ZDUSSCGKSA-N	Ki	129.0	129.0	nM	17466519
322751	P21554	STILHVATXDOGFT-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	19921781
322836	P21554	STLODSLSZTWODE-VQTJNVASSA-N	IC50	5.0	5.0	nM	19320488
322878	P21554	STNBWYDUCPIMGW-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	18522867
322984	P21554	STRRJWGQVOFPKF-UHFFFAOYSA-N	EC50	8710.0	8710.0	nM	23147076
322984	P21554	STRRJWGQVOFPKF-UHFFFAOYSA-N	Efficacy	45.0	45.0	%	23147076
322984	P21554	STRRJWGQVOFPKF-UHFFFAOYSA-N	Ki	0.0	30000.0	nM	23147076
323002	P21554	STSBEGKZMMPSMP-UHFFFAOYSA-N	IC50	0.0	17000.0	nM	21420860
323052	P21554	STUQQHTXKWKKML-UHFFFAOYSA-N	Ki	0.0	1000.0	nM	18430570
323069	P21554	STUZQYFLKGLLHU-UHFFFAOYSA-N	Activity	38.0	38.0	%	23697626
323069	P21554	STUZQYFLKGLLHU-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	23697626
323084	P21554	STVLTTVKNYWEFV-NBGIEHNGSA-N	IC50	1.3	1.3	nM	17608398
323111	P21554	STWYWUGMZLRNAY-UHFFFAOYSA-N	Ki	48.0	48.0	nM	20047331
323332	P21554	SUFGFZIEEOBOMA-UHFFFAOYSA-N	EC50	0.0	1000.0	nM	18680277
323332	P21554	SUFGFZIEEOBOMA-UHFFFAOYSA-N	EC50	1900.0	1900.0	nM	18680277
323332	P21554	SUFGFZIEEOBOMA-UHFFFAOYSA-N	Emax	36.0	36.0	%	18680277
323340	P21554	SUFMHSFGODDLKI-NHCUHLMSSA-N	Ki	1043.0	1043.0	nM	21183257
323340	P21554	SUFMHSFGODDLKI-NHCUHLMSSA-N	Ki	15850.0	15850.0	nM	,23865723,Bioorg. Med. Chem. Lett., (1996) 6:2:189
323378	P21554	SUGVYNSRNKFXQM-ACSDJOOWSA-N	Ki	0.0	2820.0	nM	18293908
323378	P21554	SUGVYNSRNKFXQM-ACSDJOOWSA-N	Ki	50.3	50.3	nM	11160626
323378	P21554	SUGVYNSRNKFXQM-ACSDJOOWSA-N	Ki	437.0	437.0	nM	9454810
323393	P21554	SUGVYNSRNKFXQM-UHFFFAOYSA-N	Ki	0.0	1000.0	nM	20031412
323393	P21554	SUGVYNSRNKFXQM-UHFFFAOYSA-N	Ki	0.0	2820.0	nM	18293908,19595596,20943290,23085772,21702498,22548457,20718492,18680276
323393	P21554	SUGVYNSRNKFXQM-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	17942307
323393	P21554	SUGVYNSRNKFXQM-UHFFFAOYSA-N	Ki	0.0	5600.0	nM	18579386
323393	P21554	SUGVYNSRNKFXQM-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	26275680
323393	P21554	SUGVYNSRNKFXQM-UHFFFAOYSA-N	Ki	0.4	0.4	nM	24856183
323393	P21554	SUGVYNSRNKFXQM-UHFFFAOYSA-N	Ki	0.4	0.4	nM	24856183
323393	P21554	SUGVYNSRNKFXQM-UHFFFAOYSA-N	Ki	50.3	50.3	nM	11160626
323393	P21554	SUGVYNSRNKFXQM-UHFFFAOYSA-N	Ki	70.0	70.0	nM	24922543
323393	P21554	SUGVYNSRNKFXQM-UHFFFAOYSA-N	Ki	437.0	437.0	nM	24518874,25486424,25272206,24445310,9454810,19435366
323393	P21554	SUGVYNSRNKFXQM-UHFFFAOYSA-N	Ki	2820.0	2820.0	nM	18293908,18680276,19595596
323393	P21554	SUGVYNSRNKFXQM-UHFFFAOYSA-N	Ki	2890.0	2890.0	nM	21183257
323393	P21554	SUGVYNSRNKFXQM-UHFFFAOYSA-N	Ki	5000.0	5000.0	nM	17942307
323393	P21554	SUGVYNSRNKFXQM-UHFFFAOYSA-N	Ki	5600.0	5600.0	nM	18579386
323432	P21554	SUGVYNSRNKFXQM-XRHWURSXSA-N	Inhibition	0.0	50.0	%	27448919
323432	P21554	SUGVYNSRNKFXQM-XRHWURSXSA-N	Ki	0.0	2820.0	nM	26756097
323432	P21554	SUGVYNSRNKFXQM-XRHWURSXSA-N	Ki	116.79	116.79	nM	27448919
323432	P21554	SUGVYNSRNKFXQM-XRHWURSXSA-N	Ki	117.0	117.0	nM	27448919
323432	P21554	SUGVYNSRNKFXQM-XRHWURSXSA-N	Ki	121.2	121.2	nM	22483967
323432	P21554	SUGVYNSRNKFXQM-XRHWURSXSA-N	Ki	400.0	400.0	nM	26209834,MedChemComm, (2015) 6:11:1978
323432	P21554	SUGVYNSRNKFXQM-XRHWURSXSA-N	Kieq	0.0	2820.0	nM	26756097
323563	P21554	SULJESTXXUAONP-OAHLLOKOSA-N	Ki	19.0	19.0	nM	20971001
323836	P21554	SUVOSQNAWGJSJD-UHFFFAOYSA-N	Kd	1.995	1.995	nM	14736243
323836	P21554	SUVOSQNAWGJSJD-UHFFFAOYSA-N	Ki	70.6	70.6	nM	14736243
323903	P21554	SUYLSHGQFVSWSI-QUCCMNQESA-N	EC50	101.0	101.0	nM	22607668
323903	P21554	SUYLSHGQFVSWSI-QUCCMNQESA-N	Emax	124.0	124.0	%	22607668
324065	P21554	SVEKJIAEDDEYJK-UHFFFAOYSA-N	Activity	0.0	50.0	%	19331413
324065	P21554	SVEKJIAEDDEYJK-UHFFFAOYSA-N	Ki	2820.0	2820.0	nM	19331413
324149	P21554	SVHKZTWQMXJLAD-UHFFFAOYSA-N	Ki	0.91	0.91	nM	18448340
324498	P21554	SVSQPQKRRBNFOC-UHFFFAOYSA-N	Kd	0.1585	0.1585	nM	15771428
324498	P21554	SVSQPQKRRBNFOC-UHFFFAOYSA-N	Ki	14.0	14.0	nM	14980654
324498	P21554	SVSQPQKRRBNFOC-UHFFFAOYSA-N	Ki	40.0	40.0	nM	15771428
324575	P21554	SVVQSGWDHBABGN-UHFFFAOYSA-N	Inhibition	2.0	2.0	%	MedChemComm, (2014) 5:5:632
324575	P21554	SVVQSGWDHBABGN-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:5:632
324614	P21554	SVXRSXKESZVKBA-UHFFFAOYSA-N	IC50	20.0	20.0	nM	17270441
324730	P21554	SWCKVRRVEDFLED-RVKKMQEKSA-N	IC50	0.0	17000.0	nM	21420857
324791	P21554	SWELXFURIBQVOH-UHFFFAOYSA-N	Activity	50.0	50.0	%	17915849
324989	P21554	SWLJKGMUZJJJMA-UHFFFAOYSA-N	Ki	858.0	858.0	nM	23406429
325045	P21554	SWMZUZLACLTWNE-PHIMTYICSA-N	EC50	6309.57	6309.57	nM	20005703
325045	P21554	SWMZUZLACLTWNE-PHIMTYICSA-N	Efficacy	21.0	21.0	%	20005703
325096	P21554	SWPXYHKNFLVXKH-UHFFFAOYSA-N	Ki	563.0	563.0	nM	24175572
325169	P21554	SWTIHSWTLDQWNY-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	18522867
325189	P21554	SWTYJFXTOTYOGR-XMMPIXPASA-N	IC50	4.0	4.0	nM	20423086
325215	P21554	SWVBLRIGEBKRCW-HNNXBMFYSA-N	Ke	8406.0	8406.0	nM	23098108
325216	P21554	SWVBLRIGEBKRCW-OAHLLOKOSA-N	Ke	5546.0	5546.0	nM	23098108
325301	P21554	SWYOPXPTFMOLET-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	22548457
325532	P21554	SXHBRLSHSAJBTD-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	17561406
325554	P21554	SXIFHTSAZCAARH-UHFFFAOYSA-N	Activity	40.0	40.0	%	17915849
325743	P21554	SXPIENJWEFLRFA-HSZRJFAPSA-N	IC50	0.5	0.5	nM	20423086
325753	P21554	SXPVDGWPWSEXTJ-GOSISDBHSA-N	Ki	29.7	29.7	nM	18680276
325827	P21554	SXSUPFNIHPBGBJ-WMMMYUQOSA-N	Kd	0.1995	0.1995	nM	14736243
325827	P21554	SXSUPFNIHPBGBJ-WMMMYUQOSA-N	Ki	16.6	16.6	nM	14736243
325832	P21554	SXSWRWFROSBTCV-UYAOXDASSA-N	Ki	0.0	3000.0	nM	20079638
325890	P21554	SXVNZFOIDCRHRH-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	23380378
326036	P21554	SYBONVBDFTYUQP-UHFFFAOYSA-N	IC50	454.0	454.0	nM	22421019
326036	P21554	SYBONVBDFTYUQP-UHFFFAOYSA-N	Ki	580.0	580.0	nM	22421019
326045	P21554	SYCJXYVITJBOGA-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	23147076
326222	P21554	SYHZPKNXHWXRFH-UHFFFAOYSA-N	Ki	9.4	9.4	nM	21996466
326231	P21554	SYIJFCBTSQTYOP-UHFFFAOYSA-N	Ki	48.7	48.7	nM	21996466
326333	P21554	SYMRBWZZAMFPMN-UHFFFAOYSA-N	Ki	0.0	20000.0	nM	23072339
326345	P21554	SYNHSNBHAZTNRH-HWKANZROSA-N	Activity	50.0	0.0	%	21074998
326345	P21554	SYNHSNBHAZTNRH-HWKANZROSA-N	IC50	0.0	10000.0	nM	21074998
326345	P21554	SYNHSNBHAZTNRH-HWKANZROSA-N	Ki	0.0	10000.0	nM	21074998
326568	P21554	SYUQZYSPZLUEIG-UHFFFAOYSA-N	Activity	77.0	77.0	%	16279809
326568	P21554	SYUQZYSPZLUEIG-UHFFFAOYSA-N	Ki	2900.0	2900.0	nM	16279809
326577	P21554	SYVLQVMWFLSCFN-UHFFFAOYSA-N	IC50	15.0	15.0	nM	20047779
326577	P21554	SYVLQVMWFLSCFN-UHFFFAOYSA-N	Ki	3.0	3.0	nM	20047779
326662	P21554	SYYJKQJOSWHETE-UHFFFAOYSA-N	EC50	18.7	18.7	nM	18712856
326662	P21554	SYYJKQJOSWHETE-UHFFFAOYSA-N	IC50	43.0	43.0	nM	18712856
326728	P21554	SZAKZPXJYDZZEA-UHFFFAOYSA-N	IC50	0.0	5000.0	nM	18293908
326728	P21554	SZAKZPXJYDZZEA-UHFFFAOYSA-N	Ki	0.0	2820.0	nM	18293908
326728	P21554	SZAKZPXJYDZZEA-UHFFFAOYSA-N	Ki	2820.0	2820.0	nM	18293908
326974	P21554	SZJWCJKNHFIWHQ-UHFFFAOYSA-N	Ki	0.0	40000.0	nM	23434135
327126	P21554	SZQFSERSAVXUGU-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	18522867
327159	P21554	SZQXUAARXDAMOZ-NRFANRHFSA-N	Ki	316.0	316.0	nM	17513109
327160	P21554	SZQXUAARXDAMOZ-OAQYLSRUSA-N	Ki	237.0	237.0	nM	17513109
327216	P21554	SZTZUGGWPZIINA-KOSHJBKYSA-N	IC50	170.0	170.0	nM	17181138
327219	P21554	SZTZUGGWPZIINA-MHECFPHRSA-N	IC50	3.0	3.0	nM	17181138
327220	P21554	SZTZUGGWPZIINA-UHFFFAOYSA-N	IC50	2.5	2.5	nM	17181138
327271	P21554	SZWAYBUJHLEIDI-UHFFFAOYSA-N	EC50	398.11	398.11	nM	20688519
327271	P21554	SZWAYBUJHLEIDI-UHFFFAOYSA-N	Ki	51.0	51.0	nM	20688519
327422	P21554	TTXBSFMTBZLJTE-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	18424134
327461	P21554	TTYXREZBNRCEHW-UHFFFAOYSA-N	Ki	91.0	91.0	nM	14980654
327515	P21554	TUAPMXUWLPZNSB-UHFFFAOYSA-N	Ki	1440.0	1440.0	nM	22607668
327555	P21554	TUCHTVNTVVERBZ-UHFFFAOYSA-N	EC50	0.0	32000.0	nM	PubChem BioAssay data set
327555	P21554	TUCHTVNTVVERBZ-UHFFFAOYSA-N	IC50	2710.0	2710.0	nM	PubChem BioAssay data set
327572	P21554	TUCWNLRRBGGNRB-UHFFFAOYSA-N	Ki	0.0	3000.0	nM	24508127
327723	P21554	TUILVEAESIDKOI-UHFFFAOYSA-N	Ki	0.0	20000.0	nM	23072339
327827	P21554	TUMVRWAIIYSROD-UHFFFAOYSA-N	Ki	500.0	500.0	nM	24729834
328165	P21554	TVAGAOCIGSANAH-UHFFFAOYSA-N	Activity	11.0	11.0	%	19500981
328284	P21554	TVFVVUWCVJWQCT-UHFFFAOYSA-N	Ki	2940.0	2940.0	nM	22044209
328401	P21554	TVKFBBFTWFSSOT-UHFFFAOYSA-N	Ki	560.0	560.0	nM	24729834
328423	P21554	TVKWKGUKDRRICW-UHFFFAOYSA-N	EC50	63.0	63.0	nM	22284817
328423	P21554	TVKWKGUKDRRICW-UHFFFAOYSA-N	Emax	118.0	118.0	%	22284817
328423	P21554	TVKWKGUKDRRICW-UHFFFAOYSA-N	Ki	34.0	34.0	nM	22284817
328522	P21554	TVORTTWECRYBQS-UHFFFAOYSA-N	EC50	0.0	32000.0	nM	,PubChem BioAssay data set
328522	P21554	TVORTTWECRYBQS-UHFFFAOYSA-N	IC50	8663.0	8663.0	nM	,PubChem BioAssay data set
328613	P21554	TVSIWFHSJOJFON-UHFFFAOYSA-N	Ki	350.0	350.0	nM	14980654
328812	P21554	TVYVHVQOGZGIBA-UHFFFAOYSA-N	IC50	27.0	27.0	nM	17270441
329018	P21554	TWFZHTHMHDVZLD-UHFFFAOYSA-N	EC50	0.0	32000.0	nM	,PubChem BioAssay data set
329018	P21554	TWFZHTHMHDVZLD-UHFFFAOYSA-N	IC50	427.0	427.0	nM	,PubChem BioAssay data set
329259	P21554	TWOZGDQGBKCTPY-VQTJNVASSA-N	IC50	10.0	10.0	nM	19320488
329261	P21554	TWPADGGONVLYSH-YADARESESA-N	IC50	97.0	97.0	nM	19632830
329333	P21554	TWQYWUXBZHPIIV-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	25644673,26151231
329333	P21554	TWQYWUXBZHPIIV-UHFFFAOYSA-N	EC50	0.0	30000.0	nM	18006322,19143566,19743867
329349	P21554	TWRSTCDKXCLFEK-UHFFFAOYSA-N	Ki	4.9	4.9	nM	17383180
329349	P21554	TWRSTCDKXCLFEK-UHFFFAOYSA-N	Ki	4.9	4.9	nM	17383180
329662	P21554	TXDUYXUPRRYHRW-MYFCUFBASA-N	Inhibition	39.0	39.0	%	24471526
329662	P21554	TXDUYXUPRRYHRW-MYFCUFBASA-N	Ki	0.0	10000.0	nM	24471526
329833	P21554	TXKVDQBPLCHMEA-UHFFFAOYSA-N	IC50	108.0	108.0	nM	17270441
329862	P21554	TXMCPXVAYLCZFB-UHFFFAOYSA-N	IC50	146.0	146.0	nM	18243711
329929	P21554	TXPKFNIFJFZBOS-PMACEKPBSA-N	Ki	6.9	6.9	nM	17383180
330203	P21554	TXZJFGWULOAGLG-UHFFFAOYSA-N	Ki	2920.0	2920.0	nM	17942307
330313	P21554	TYDKAHFZLFMNQX-UHFFFAOYSA-N	Inhibition	-4.0	-4.0	%	22369198
330374	P21554	TYEMPRZXIMIZIA-NHCUHLMSSA-N	Ki	2.53	2.53	nM	18524604,19250829
330448	P21554	TYIHQYRRPIXBNB-UHFFFAOYSA-N	IC50	31.0	31.0	nM	19954978
330501	P21554	TYKSWSZGCUIWSH-UHFFFAOYSA-N	Ki	948.0	948.0	nM	19595596
330614	P21554	TYOBHBOPNUWFPN-UHFFFAOYSA-N	EC50	0.0	20000.0	nM	21354795
330666	P21554	TYPYKTGWUCNEDE-RGEXLXHISA-N	Intrinsic activity	-35.0	-35.0	%	MedChemComm, (2014) 5:5:632
330666	P21554	TYPYKTGWUCNEDE-RGEXLXHISA-N	Ki	2130.0	2130.0	nM	MedChemComm, (2014) 5:5:632
330769	P21554	TYTSMIBSPRJKRV-MRXNPFEDSA-N	EC50	15.85	15.85	nM	21316962
330928	P21554	TZAHVDWCFRJFHI-UHFFFAOYSA-N	IC50	6.3	6.3	nM	15664830
330928	P21554	TZAHVDWCFRJFHI-UHFFFAOYSA-N	IC50	6.31	6.31	nM	19406638
330987	P21554	TZCLFKYOYFCIEV-UHFFFAOYSA-N	Ki	15.3	15.3	nM	21996466
331010	P21554	TZDLGJXKWSQSTB-UHFFFAOYSA-N	Ki	1.7	1.7	nM	22437111
331131	P21554	TZIQLHQYLQKNJL-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	18424134
331212	P21554	TZLMVQBDEXRXIT-UHFFFAOYSA-N	EC50	0.0	32000.0	nM	,PubChem BioAssay data set
331212	P21554	TZLMVQBDEXRXIT-UHFFFAOYSA-N	IC50	0.0	32000.0	nM	,PubChem BioAssay data set
331249	P21554	TZMLQWOKHPFVET-UHFFFAOYSA-N	Ki	28.0	28.0	nM	16263283
331334	P21554	TZPXYCYKOYZUNZ-UHFFFAOYSA-N	EC50	0.0	32000.0	nM	PubChem BioAssay data set
331334	P21554	TZPXYCYKOYZUNZ-UHFFFAOYSA-N	IC50	22000.0	22000.0	nM	PubChem BioAssay data set
331429	P21554	TZRPPFLLPYYBGD-UHFFFAOYSA-N	Ki	1905.46	1905.46	nM	22370265
331584	P21554	TZYVUGCYYQOTQR-UHFFFAOYSA-N	Inhibition	25.0	25.0	%	14521402
331584	P21554	TZYVUGCYYQOTQR-UHFFFAOYSA-N	Inhibition	25.4	25.4	%	12672243
331594	P21554	TZZBUGIBARZTFY-UHFFFAOYSA-N	EC50	0.0	32000.0	nM	,PubChem BioAssay data set
331594	P21554	TZZBUGIBARZTFY-UHFFFAOYSA-N	IC50	946.0	946.0	nM	,PubChem BioAssay data set
331678	P21554	UACCBPYRSMYMSJ-UHFFFAOYSA-N	Ki	591.0	591.0	nM	23623258
331685	P21554	UACMNCZEXUZPAD-UHFFFAOYSA-N	Ki	290.1	290.1	nM	20943290
331773	P21554	UAFSIKHSWNMFEC-UHFFFAOYSA-N	EC50	0.0	31622.8	nM	19864133
331784	P21554	UAGDBMZXAPYJHP-UHFFFAOYSA-N	Emax	2.0	2.0	%	18640038
331932	P21554	UAJXPPBANFJHRP-UHFFFAOYSA-N	Ki	14.96	14.96	nM	18448340
331965	P21554	UAKWVTSOSZTVCH-UHFFFAOYSA-N	Ki	2100.0	2100.0	nM	19919895
332133	P21554	UAQZEOXBFRPEBY-GAJHUEQPSA-N	IC50	12.0	12.0	nM	17181138
332144	P21554	UASAQYLINUGGDE-UHFFFAOYSA-N	Decrease	-74.0	-74.0	%	15801840
332144	P21554	UASAQYLINUGGDE-UHFFFAOYSA-N	Ki	3467.0	3467.0	nM	15801840
332144	P21554	UASAQYLINUGGDE-UHFFFAOYSA-N	Ki	3467.0	3467.0	nM	15801840
332327	P21554	UAZJIHKIKOFYKU-UHFFFAOYSA-N	EC50	4000.0	4000.0	nM	19743867
332327	P21554	UAZJIHKIKOFYKU-UHFFFAOYSA-N	Efficacy	32.0	32.0	%	19743867
332418	P21554	UBCZXHSQAKQJEQ-UHFFFAOYSA-N	Ki	0.0	20000.0	nM	23072339
332492	P21554	UBFBCNIBTXDRJO-UHFFFAOYSA-N	EC50	5.1	5.1	nM	23227781
332492	P21554	UBFBCNIBTXDRJO-UHFFFAOYSA-N	Emax	120.0	120.0	%	23227781
332492	P21554	UBFBCNIBTXDRJO-UHFFFAOYSA-N	IC50	7.2	7.2	nM	23227781
332515	P21554	UBGHTIXJJGYNFD-MQWDNKACSA-N	IC50	0.0	17000.0	nM	21420857
332531	P21554	UBGVLKZTVPOVTN-UHFFFAOYSA-N	EC50	5.5	5.5	nM	19351113
332531	P21554	UBGVLKZTVPOVTN-UHFFFAOYSA-N	Ki	2.5	2.5	nM	19351113
332531	P21554	UBGVLKZTVPOVTN-UHFFFAOYSA-N	Ki	5.5	5.5	nM	19351113
332537	P21554	UBHDNCMVRICFAM-UHFFFAOYSA-N	EC50	0.0	1000.0	nM	18680277
332537	P21554	UBHDNCMVRICFAM-UHFFFAOYSA-N	EC50	470.0	470.0	nM	18680277
332537	P21554	UBHDNCMVRICFAM-UHFFFAOYSA-N	Emax	46.0	46.0	%	18680277
332537	P21554	UBHDNCMVRICFAM-UHFFFAOYSA-N	Emax	100.0	100.0	%	18680277
332545	P21554	UBHKKVDJYFNWRM-UHFFFAOYSA-N	EC50	0.0	100000.0	nM	23795771
332823	P21554	UBPUFJUMTJUBND-UHFFFAOYSA-N	EC50	0.0	32000.0	nM	PubChem BioAssay data set
332823	P21554	UBPUFJUMTJUBND-UHFFFAOYSA-N	IC50	0.0	32000.0	nM	PubChem BioAssay data set
332893	P21554	UBRBDDDFBPVEQF-UHFFFAOYSA-N	Ki	92.0	92.0	nM	24182233
332973	P21554	UBUPXEKWNRMJAE-KTKRTIGZSA-N	Ki	0.0	40000.0	nM	23434135
333104	P21554	UBZSQBAGAHFYON-UHFFFAOYSA-N	EC50	419.0	419.0	nM	18640038
333104	P21554	UBZSQBAGAHFYON-UHFFFAOYSA-N	Emax	33.0	33.0	%	18640038
333210	P21554	UCDCIZSUJJLWLA-UHFFFAOYSA-N	Ki	0.0	3000.0	nM	23151320
333224	P21554	UCDUZZSIFKDOFO-UHFFFAOYSA-N	Ki	6617.0	6617.0	nM	23406429
333263	P21554	UCFBUCVIBJVXEU-NHCUHLMSSA-N	IC50	395.0	395.0	nM	24175572
333466	P21554	UCMNDPDJRSEZPL-UHFFFAOYSA-N	EC50	0.0	100000.0	nM	25466177,23865723
333488	P21554	UCMNIYFDRVBMFV-UHFFFAOYSA-N	EC50	49.0	49.0	nM	22284817,22607668
333488	P21554	UCMNIYFDRVBMFV-UHFFFAOYSA-N	Emax	120.0	120.0	%	22284817,22607668
333488	P21554	UCMNIYFDRVBMFV-UHFFFAOYSA-N	Ki	120.0	120.0	nM	22284817,22607668
333550	P21554	UCNQJJFXPQTDLC-RTBURBONSA-N	Activity	1557.0	1557.0	nM	17257842
333967	P21554	UDDHDIVLBAHMBI-UHFFFAOYSA-N	Ki	560.0	560.0	nM	17561406
334006	P21554	UDENLTLNSRYXSD-UHFFFAOYSA-N	IC50	0.0	5000.0	nM	22959249
334036	P21554	UDGBSSQOXQPGCS-NHCUHLMSSA-N	Ki	23.6	23.6	nM	24175572
334088	P21554	UDHPUIXPGUPRKT-UHFFFAOYSA-N	Activity	20.0	0.0	%	16392793
334109	P21554	UDIKDAMDJUXXDX-UHFFFAOYSA-N	EC50	0.0	32000.0	nM	,PubChem BioAssay data set
334109	P21554	UDIKDAMDJUXXDX-UHFFFAOYSA-N	IC50	16900.0	16900.0	nM	,PubChem BioAssay data set
334133	P21554	UDIVXDRBTSJOGV-UHFFFAOYSA-N	Activity	9.4	9.4	%	24125850
334169	P21554	UDKKBBAEWYFZNX-UHFFFAOYSA-N	Activity	10.0	0.0	%	16392793
